Resistance Fitness Multiplier,Introduction Frequency,Generations to 99% drive-carrying individuals
0.17,0.86,500
0.17,0.87,500
0.17,0.88,500
0.17,0.89,500
0.17,0.9,500
0.17,0.91,500
0.17,0.92,500
0.17,0.93,500
0.17,0.94,500
0.17,0.95,500
0.17,0.96,500
0.17,0.97,500
0.17,0.98,500
0.17,0.99,500
0.17,1.0,500
0.18,0.5,500
0.18,0.51,500
0.18,0.52,500
0.18,0.53,500
0.18,0.54,500
0.18,0.55,500
0.18,0.56,500
0.18,0.57,500
0.18,0.58,500
0.18,0.59,500
0.18,0.6,500
0.18,0.61,500
0.18,0.62,500
0.18,0.63,500
0.18,0.64,500
0.18,0.65,500
0.18,0.66,500
0.18,0.67,500
0.18,0.68,500
0.18,0.69,500
0.18,0.7,500
0.18,0.71,500
0.18,0.72,500
0.18,0.73,500
0.18,0.74,500
0.18,0.75,500
0.18,0.76,500
0.18,0.77,500
0.18,0.78,500
0.18,0.79,500
0.18,0.8,500
0.18,0.81,500
0.18,0.82,500
0.18,0.83,500
0.18,0.84,500
0.18,0.85,500
0.18,0.86,500
0.18,0.87,500
0.18,0.88,500
0.18,0.89,500
0.18,0.9,500
0.18,0.91,500
0.18,0.92,500
0.18,0.93,500
0.18,0.94,500
0.18,0.95,500
0.18,0.96,500
0.18,0.97,500
0.18,0.98,500
0.18,0.99,500
0.18,1.0,500
0.19,0.5,500
0.19,0.51,500
0.19,0.52,500
0.19,0.53,500
0.19,0.54,500
0.19,0.55,500
0.19,0.56,500
0.19,0.57,500
0.19,0.58,500
0.19,0.59,500
0.19,0.6,500
0.19,0.61,500
0.19,0.62,500
0.19,0.63,500
0.19,0.64,500
0.19,0.65,500
0.19,0.66,500
0.19,0.67,500
0.19,0.68,500
0.19,0.69,500
0.19,0.7,500
0.19,0.71,500
0.19,0.72,500
0.19,0.73,500
0.19,0.74,500
0.19,0.75,500
0.19,0.76,500
0.19,0.77,500
0.19,0.78,500
0.19,0.79,500
0.19,0.8,500
0.19,0.81,500
0.19,0.82,500
0.19,0.83,500
0.19,0.84,500
0.19,0.85,500
0.19,0.86,500
0.19,0.87,500
0.19,0.88,500
0.19,0.89,500
0.19,0.9,500
0.19,0.91,500
0.19,0.92,500
0.19,0.93,500
0.19,0.94,500
0.19,0.95,500
0.19,0.96,500
0.19,0.97,500
0.19,0.98,500
0.19,0.99,500
0.19,1.0,500
0.2,0.5,500
0.2,0.51,500
0.2,0.52,500
0.2,0.53,500
0.2,0.54,500
0.2,0.55,500
0.2,0.56,500
0.2,0.57,500
0.2,0.58,500
0.2,0.59,500
0.2,0.6,500
0.2,0.61,500
0.2,0.62,500
0.2,0.63,500
0.2,0.64,500
0.2,0.65,500
0.2,0.66,500
0.2,0.67,500
0.2,0.68,500
0.2,0.69,500
0.2,0.7,500
0.2,0.71,500
0.2,0.72,500
0.2,0.73,500
0.2,0.74,500
0.2,0.75,500
0.2,0.76,500
0.2,0.77,500
0.2,0.78,500
0.2,0.79,500
0.2,0.8,500
0.2,0.81,500
0.2,0.82,500
0.2,0.83,500
0.2,0.84,500
0.2,0.85,500
0.2,0.86,500
0.2,0.87,500
0.2,0.88,500
0.2,0.89,500
0.2,0.9,500
0.2,0.91,500
0.2,0.92,500
0.2,0.93,500
0.2,0.94,500
0.2,0.95,500
0.2,0.96,500
0.2,0.97,500
0.2,0.98,500
0.2,0.99,500
0.2,1.0,500
0.21,0.5,500
0.21,0.51,500
0.21,0.52,500
0.21,0.53,500
0.21,0.54,500
0.21,0.55,500
0.21,0.56,500
0.21,0.57,500
0.21,0.58,500
0.21,0.59,500
0.21,0.6,500
0.21,0.61,500
0.21,0.62,500
0.21,0.63,500
0.21,0.64,500
0.21,0.65,500
0.21,0.66,500
0.21,0.67,500
0.21,0.68,500
0.21,0.69,500
0.21,0.7,500
0.21,0.71,500
0.21,0.72,500
0.21,0.73,500
0.21,0.74,500
0.21,0.75,500
0.21,0.76,500
0.21,0.77,500
0.21,0.78,500
0.21,0.79,500
0.21,0.8,500
0.21,0.81,500
0.21,0.82,500
0.21,0.83,500
0.21,0.84,500
0.21,0.85,500
0.21,0.86,500
0.21,0.87,500
0.21,0.88,500
0.21,0.89,500
0.21,0.9,500
0.21,0.91,500
0.21,0.92,500
0.21,0.93,500
0.21,0.94,500
0.21,0.95,500
0.21,0.96,500
0.21,0.97,500
0.21,0.98,500
0.21,0.99,500
0.21,1.0,500
0.22,0.5,500
0.22,0.51,500
0.22,0.52,500
0.22,0.53,500
0.22,0.54,500
0.22,0.55,500
0.22,0.56,500
0.22,0.57,500
0.22,0.58,500
0.22,0.59,500
0.22,0.6,500
0.22,0.61,500
0.22,0.62,500
0.22,0.63,500
0.22,0.64,500
0.22,0.65,500
0.22,0.66,500
0.22,0.67,500
0.22,0.68,500
0.22,0.69,500
0.22,0.7,500
0.22,0.71,500
0.22,0.72,500
0.22,0.73,500
0.22,0.74,500
0.22,0.75,500
0.22,0.76,500
0.22,0.77,500
0.22,0.78,500
0.22,0.79,500
0.22,0.8,500
0.22,0.81,500
0.22,0.82,500
0.22,0.83,500
0.22,0.84,500
0.22,0.85,500
0.22,0.86,500
0.22,0.87,500
0.22,0.88,500
0.22,0.89,500
0.22,0.9,500
0.22,0.91,500
0.22,0.92,500
0.22,0.93,500
0.22,0.94,500
0.22,0.95,500
0.22,0.96,500
0.22,0.97,500
0.22,0.98,500
0.22,0.99,500
0.22,1.0,500
0.23,0.5,500
0.23,0.51,500
0.23,0.52,500
0.23,0.53,500
0.23,0.54,500
0.23,0.55,500
0.23,0.56,500
0.23,0.57,500
0.23,0.58,500
0.23,0.59,500
0.23,0.6,500
0.23,0.61,500
0.23,0.62,500
0.23,0.63,500
0.23,0.64,500
0.23,0.65,500
0.23,0.66,500
0.23,0.67,500
0.23,0.68,500
0.23,0.69,500
0.23,0.7,500
0.23,0.71,500
0.23,0.72,500
0.23,0.73,500
0.23,0.74,500
0.23,0.75,500
0.23,0.76,500
0.23,0.77,500
0.23,0.78,500
0.23,0.79,500
0.23,0.8,500
0.23,0.81,500
0.23,0.82,500
0.23,0.83,500
0.23,0.84,500
0.23,0.85,500
0.23,0.86,500
0.23,0.87,500
0.23,0.88,500
0.23,0.89,500
0.23,0.9,500
0.23,0.91,500
0.23,0.92,500
0.23,0.93,500
0.23,0.94,500
0.23,0.95,500
0.23,0.96,500
0.23,0.97,500
0.23,0.98,500
0.23,0.99,500
0.23,1.0,500
0.24,0.5,500
0.24,0.51,500
0.24,0.52,500
0.24,0.53,500
0.24,0.54,500
0.24,0.55,500
0.24,0.56,500
0.24,0.57,500
0.24,0.58,500
0.24,0.59,500
0.24,0.6,500
0.24,0.61,500
0.24,0.62,500
0.24,0.63,500
0.24,0.64,500
0.24,0.65,500
0.24,0.66,500
0.24,0.67,500
0.24,0.68,500
0.24,0.69,500
0.24,0.7,500
0.24,0.71,500
0.24,0.72,500
0.24,0.73,500
0.24,0.74,500
0.24,0.75,500
0.24,0.76,500
0.24,0.77,500
0.24,0.78,500
0.24,0.79,500
0.24,0.8,500
0.24,0.81,500
0.24,0.82,500
0.24,0.83,500
0.24,0.84,500
0.24,0.85,500
0.24,0.86,500
0.24,0.87,500
0.24,0.88,500
0.24,0.89,500
0.24,0.9,500
0.24,0.91,500
0.24,0.92,500
0.24,0.93,500
0.24,0.94,500
0.24,0.95,500
0.24,0.96,500
0.24,0.97,500
0.24,0.98,500
0.24,0.99,500
0.24,1.0,500
0.25,0.5,500
0.25,0.51,500
0.25,0.52,500
0.25,0.53,500
0.25,0.54,500
0.25,0.55,500
0.25,0.56,500
0.25,0.57,500
0.25,0.58,500
0.25,0.59,500
0.25,0.6,500
0.25,0.61,500
0.25,0.62,500
0.25,0.63,500
0.25,0.64,500
0.25,0.65,500
0.25,0.66,500
0.25,0.67,500
0.25,0.68,500
0.25,0.69,500
0.25,0.7,500
0.25,0.71,500
0.25,0.72,500
0.25,0.73,500
0.25,0.74,500
0.25,0.75,500
0.25,0.76,500
0.25,0.77,500
0.25,0.78,500
0.25,0.79,500
0.25,0.8,500
0.25,0.81,500
0.25,0.82,500
0.25,0.83,500
0.25,0.84,500
0.25,0.85,500
0.25,0.86,500
0.25,0.87,500
0.25,0.88,500
0.25,0.89,500
0.25,0.9,500
0.25,0.91,500
0.25,0.92,500
0.25,0.93,500
0.25,0.94,500
0.25,0.95,500
0.25,0.96,500
0.25,0.97,500
0.25,0.98,500
0.25,0.99,500
0.25,1.0,500
0.26,0.5,500
0.26,0.51,500
0.26,0.52,500
0.26,0.53,500
