Drive Homozygote Fitness,Introduction Frequency,Generations to 99% drive-carrying individuals
0.52,0.97,2.5
0.52,0.98,1.75
0.52,0.99,1
0.52,1,1
0.53,0.6,1000
0.53,0.61,1000
0.53,0.62,1000
0.53,0.63,1000
0.53,0.64,1000
0.53,0.65,1000
0.53,0.66,1000
0.53,0.67,1000
0.53,0.68,1000
0.53,0.69,1000
0.53,0.7,1000
0.53,0.71,1000
0.53,0.72,1000
0.53,0.73,1000
0.53,0.74,1000
0.53,0.75,1000
0.53,0.76,1000
0.53,0.77,1000
0.53,0.78,1000
0.53,0.79,1000
0.53,0.8,1000
0.53,0.81,1000
0.53,0.82,1000
0.53,0.83,1000
0.53,0.84,1000
0.53,0.85,1000
0.53,0.86,1000
0.53,0.87,1000
0.53,0.88,1000
0.53,0.89,1000
0.53,0.9,1000
0.53,0.91,1000
0.53,0.92,1000
0.53,0.93,1000
0.53,0.94,5.3333
0.53,0.95,4.9333
0.53,0.96,4.3333
0.53,0.97,2.85
0.53,0.98,1.5
0.53,0.99,1
0.53,1,1
0.54,0.6,1000
0.54,0.61,1000
0.54,0.62,1000
0.54,0.63,1000
0.54,0.64,1000
0.54,0.65,1000
0.54,0.66,1000
0.54,0.67,1000
0.54,0.68,1000
0.54,0.69,1000
0.54,0.7,1000
0.54,0.71,1000
0.54,0.72,1000
0.54,0.73,1000
0.54,0.74,1000
0.54,0.75,1000
0.54,0.76,1000
0.54,0.77,1000
0.54,0.78,1000
0.54,0.79,1000
0.54,0.8,1000
0.54,0.81,1000
0.54,0.82,1000
0.54,0.83,1000
0.54,0.84,1000
0.54,0.85,1000
0.54,0.86,1000
0.54,0.87,1000
0.54,0.88,1000
0.54,0.89,1000
0.54,0.9,1000
0.54,0.91,1000
0.54,0.92,1000
0.54,0.93,5
0.54,0.94,7
0.54,0.95,4.9333
0.54,0.96,4.0526
0.54,0.97,2.7
0.54,0.98,1.2632
0.54,0.99,1
0.54,1,1
0.55,0.6,1000
0.55,0.61,1000
0.55,0.62,1000
0.55,0.63,1000
0.55,0.64,1000
0.55,0.65,1000
0.55,0.66,1000
0.55,0.67,1000
0.55,0.68,1000
0.55,0.69,1000
0.55,0.7,1000
0.55,0.71,1000
0.55,0.72,1000
0.55,0.73,1000
0.55,0.74,1000
0.55,0.75,1000
0.55,0.76,1000
0.55,0.77,1000
0.55,0.78,1000
0.55,0.79,1000
0.55,0.8,1000
0.55,0.81,1000
0.55,0.82,1000
0.55,0.83,1000
0.55,0.84,1000
0.55,0.85,1000
0.55,0.86,1000
0.55,0.87,1000
0.55,0.88,1000
0.55,0.89,1000
0.55,0.9,1000
0.55,0.91,1000
0.55,0.92,1000
0.55,0.93,5
0.55,0.94,6.6
0.55,0.95,5.1875
0.55,0.96,3.8947
0.55,0.97,2.85
0.55,0.98,1.75
0.55,0.99,1
0.55,1,1
0.56,0.6,1000
0.56,0.61,1000
0.56,0.62,1000
0.56,0.63,1000
0.56,0.64,1000
0.56,0.65,1000
0.56,0.66,1000
0.56,0.67,1000
0.56,0.68,1000
0.56,0.69,1000
0.56,0.7,1000
0.56,0.71,1000
0.56,0.72,1000
0.56,0.73,1000
0.56,0.74,1000
0.56,0.75,1000
0.56,0.76,1000
0.56,0.77,1000
0.56,0.78,1000
0.56,0.79,1000
0.56,0.8,1000
0.56,0.81,1000
0.56,0.82,1000
0.56,0.83,1000
0.56,0.84,1000
0.56,0.85,1000
0.56,0.86,1000
0.56,0.87,1000
0.56,0.88,1000
0.56,0.89,1000
0.56,0.9,1000
0.56,0.91,1000
0.56,0.92,1000
0.56,0.93,4
0.56,0.94,5.4444
0.56,0.95,4
0.56,0.96,4
0.56,0.97,3.1053
0.56,0.98,1.45
0.56,0.99,1
0.56,1,1
0.57,0.6,1000
0.57,0.61,1000
0.57,0.62,1000
0.57,0.63,1000
0.57,0.64,1000
0.57,0.65,1000
0.57,0.66,1000
0.57,0.67,1000
0.57,0.68,1000
0.57,0.69,1000
0.57,0.7,1000
0.57,0.71,1000
0.57,0.72,1000
0.57,0.73,1000
0.57,0.74,1000
0.57,0.75,1000
0.57,0.76,1000
0.57,0.77,1000
0.57,0.78,1000
0.57,0.79,1000
0.57,0.8,1000
0.57,0.81,1000
0.57,0.82,1000
0.57,0.83,1000
0.57,0.84,1000
0.57,0.85,1000
0.57,0.86,1000
0.57,0.87,1000
0.57,0.88,1000
0.57,0.89,1000
0.57,0.9,1000
0.57,0.91,1000
0.57,0.92,1000
0.57,0.93,7.25
0.57,0.94,6.7273
0.57,0.95,4.875
0.57,0.96,4.0526
0.57,0.97,2.3158
0.57,0.98,1.6
0.57,0.99,1
0.57,1,1
0.58,0.6,1000
0.58,0.61,1000
0.58,0.62,1000
0.58,0.63,1000
0.58,0.64,1000
0.58,0.65,1000
0.58,0.66,1000
0.58,0.67,1000
0.58,0.68,1000
0.58,0.69,1000
0.58,0.7,1000
0.58,0.71,1000
0.58,0.72,1000
0.58,0.73,1000
0.58,0.74,1000
0.58,0.75,1000
0.58,0.76,1000
0.58,0.77,1000
0.58,0.78,1000
0.58,0.79,1000
0.58,0.8,1000
0.58,0.81,1000
0.58,0.82,1000
0.58,0.83,1000
0.58,0.84,1000
0.58,0.85,1000
0.58,0.86,1000
0.58,0.87,1000
0.58,0.88,1000
0.58,0.89,1000
0.58,0.9,1000
0.58,0.91,1000
0.58,0.92,1000
0.58,0.93,6.8333
0.58,0.94,6.2
0.58,0.95,5.0588
0.58,0.96,3.95
0.58,0.97,2.35
0.58,0.98,1.4
0.58,0.99,1
0.58,1,1
0.59,0.6,1000
0.59,0.61,1000
0.59,0.62,1000
0.59,0.63,1000
0.59,0.64,1000
0.59,0.65,1000
0.59,0.66,1000
0.59,0.67,1000
0.59,0.68,1000
0.59,0.69,1000
0.59,0.7,1000
0.59,0.71,1000
0.59,0.72,1000
0.59,0.73,1000
0.59,0.74,1000
0.59,0.75,1000
0.59,0.76,1000
0.59,0.77,1000
0.59,0.78,1000
0.59,0.79,1000
0.59,0.8,1000
0.59,0.81,1000
0.59,0.82,1000
0.59,0.83,1000
0.59,0.84,1000
0.59,0.85,1000
0.59,0.86,1000
0.59,0.87,1000
0.59,0.88,1000
0.59,0.89,1000
0.59,0.9,1000
0.59,0.91,1000
0.59,0.92,1000
0.59,0.93,8.5714
0.59,0.94,6.0769
0.59,0.95,5.1176
0.59,0.96,3.5263
0.59,0.97,3.7
0.59,0.98,1.3
0.59,0.99,1
0.59,1,1
0.6,0.6,1000
0.6,0.61,1000
0.6,0.62,1000
0.6,0.63,1000
0.6,0.64,1000
0.6,0.65,1000
0.6,0.66,1000
0.6,0.67,1000
0.6,0.68,1000
0.6,0.69,1000
0.6,0.7,1000
0.6,0.71,1000
0.6,0.72,1000
0.6,0.73,1000
0.6,0.74,1000
0.6,0.75,1000
0.6,0.76,1000
0.6,0.77,1000
0.6,0.78,1000
0.6,0.79,1000
0.6,0.8,1000
0.6,0.81,1000
0.6,0.82,1000
0.6,0.83,1000
0.6,0.84,1000
0.6,0.85,1000
0.6,0.86,1000
0.6,0.87,1000
0.6,0.88,1000
0.6,0.89,1000
0.6,0.9,1000
0.6,0.91,1000
0.6,0.92,1000
0.6,0.93,8.25
0.6,0.94,6.75
0.6,0.95,4.35
0.6,0.96,3.5263
0.6,0.97,2.4
0.6,0.98,1.25
0.6,0.99,1
0.6,1,1
0.61,0.6,1000
0.61,0.61,1000
0.61,0.62,1000
0.61,0.63,1000
0.61,0.64,1000
0.61,0.65,1000
0.61,0.66,1000
0.61,0.67,1000
0.61,0.68,1000
0.61,0.69,1000
0.61,0.7,1000
0.61,0.71,1000
0.61,0.72,1000
0.61,0.73,1000
0.61,0.74,1000
0.61,0.75,1000
0.61,0.76,1000
0.61,0.77,1000
0.61,0.78,1000
0.61,0.79,1000
0.61,0.8,1000
0.61,0.81,1000
0.61,0.82,1000
0.61,0.83,1000
0.61,0.84,1000
0.61,0.85,1000
0.61,0.86,1000
0.61,0.87,1000
0.61,0.88,1000
0.61,0.89,1000
0.61,0.9,1000
0.61,0.91,1000
0.61,0.92,7
0.61,0.93,7.2857
0.61,0.94,5.5
0.61,0.95,4
0.61,0.96,3.6
0.61,0.97,2.5789
0.61,0.98,1.25
0.61,0.99,1
0.61,1,1
0.62,0.6,1000
0.62,0.61,1000
0.62,0.62,1000
0.62,0.63,1000
0.62,0.64,1000
0.62,0.65,1000
0.62,0.66,1000
0.62,0.67,1000
0.62,0.68,1000
0.62,0.69,1000
0.62,0.7,1000
0.62,0.71,1000
0.62,0.72,1000
0.62,0.73,1000
0.62,0.74,1000
0.62,0.75,1000
0.62,0.76,1000
0.62,0.77,1000
0.62,0.78,1000
0.62,0.79,1000
0.62,0.8,1000
0.62,0.81,1000
0.62,0.82,1000
0.62,0.83,1000
0.62,0.84,1000
0.62,0.85,1000
0.62,0.86,1000
0.62,0.87,1000
0.62,0.88,1000
0.62,0.89,1000
0.62,0.9,1000
0.62,0.91,1000
0.62,0.92,9.75
0.62,0.93,6.25
0.62,0.94,5.9375
0.62,0.95,5.0556
0.62,0.96,3.3684
0.62,0.97,2.5263
0.62,0.98,1.3
0.62,0.99,1
0.62,1,1
0.63,0.6,1000
0.63,0.61,1000
0.63,0.62,1000
0.63,0.63,1000
0.63,0.64,1000
0.63,0.65,1000
0.63,0.66,1000
0.63,0.67,1000
0.63,0.68,1000
0.63,0.69,1000
0.63,0.7,1000
0.63,0.71,1000
0.63,0.72,1000
0.63,0.73,1000
0.63,0.74,1000
0.63,0.75,1000
0.63,0.76,1000
0.63,0.77,1000
0.63,0.78,1000
0.63,0.79,1000
0.63,0.8,1000
0.63,0.81,1000
0.63,0.82,1000
0.63,0.83,1000
0.63,0.84,1000
0.63,0.85,1000
0.63,0.86,1000
0.63,0.87,1000
0.63,0.88,1000
0.63,0.89,1000
0.63,0.9,1000
0.63,0.91,1000
0.63,0.92,6.8333
0.63,0.93,7.2
0.63,0.94,5.55
0.63,0.95,4.5
0.63,0.96,3.5
0.63,0.97,2.2
0.63,0.98,1.15
0.63,0.99,1
0.63,1,1
0.64,0.6,1000
0.64,0.61,1000
0.64,0.62,1000
0.64,0.63,1000
0.64,0.64,1000
0.64,0.65,1000
0.64,0.66,1000
0.64,0.67,1000
0.64,0.68,1000
0.64,0.69,1000
0.64,0.7,1000
0.64,0.71,1000
0.64,0.72,1000
0.64,0.73,1000
0.64,0.74,1000
0.64,0.75,1000
0.64,0.76,1000
0.64,0.77,1000
0.64,0.78,1000
0.64,0.79,1000
0.64,0.8,1000
0.64,0.81,1000
0.64,0.82,1000
0.64,0.83,1000
0.64,0.84,1000
0.64,0.85,1000
0.64,0.86,1000
0.64,0.87,1000
0.64,0.88,1000
0.64,0.89,1000
0.64,0.9,1000
0.64,0.91,1000
0.64,0.92,7.1667
0.64,0.93,6.5
0.64,0.94,5.2353
0.64,0.95,3.95
0.64,0.96,3
0.64,0.97,2.4
0.64,0.98,1.15
0.64,0.99,1
0.64,1,1
0.65,0.6,1000
0.65,0.61,1000
0.65,0.62,1000
0.65,0.63,1000
0.65,0.64,1000
0.65,0.65,1000
0.65,0.66,1000
0.65,0.67,1000
0.65,0.68,1000
0.65,0.69,1000
0.65,0.7,1000
0.65,0.71,1000
0.65,0.72,1000
0.65,0.73,1000
0.65,0.74,1000
0.65,0.75,1000
0.65,0.76,1000
0.65,0.77,1000
0.65,0.78,1000
0.65,0.79,1000
0.65,0.8,1000
0.65,0.81,1000
0.65,0.82,1000
0.65,0.83,1000
0.65,0.84,1000
0.65,0.85,1000
0.65,0.86,1000
0.65,0.87,1000
0.65,0.88,1000
0.65,0.89,1000
0.65,0.9,1000
0.65,0.91,1000
0.65,0.92,6.6667
0.65,0.93,8
0.65,0.94,5.4211
0.65,0.95,4.35
0.65,0.96,2.7
0.65,0.97,2.8
0.65,0.98,1.4
0.65,0.99,1
0.65,1,1
0.66,0.6,1000
0.66,0.61,1000
0.66,0.62,1000
0.66,0.63,1000
0.66,0.64,1000
0.66,0.65,1000
0.66,0.66,1000
0.66,0.67,1000
0.66,0.68,1000
0.66,0.69,1000
0.66,0.7,1000
0.66,0.71,1000
0.66,0.72,1000
0.66,0.73,1000
0.66,0.74,1000
0.66,0.75,1000
0.66,0.76,1000
0.66,0.77,1000
0.66,0.78,1000
0.66,0.79,1000
0.66,0.8,1000
0.66,0.81,1000
0.66,0.82,1000
0.66,0.83,1000
0.66,0.84,1000
0.66,0.85,1000
0.66,0.86,1000
0.66,0.87,1000
0.66,0.88,1000
0.66,0.89,1000
0.66,0.9,1000
0.66,0.91,7
0.66,0.92,7.8
0.66,0.93,6.0714
0.66,0.94,4.9474
0.66,0.95,3.5789
0.66,0.96,3.1
0.66,0.97,2.15
0.66,0.98,1.15
0.66,0.99,1
0.66,1,1
0.67,0.6,1000
0.67,0.61,1000
0.67,0.62,1000
0.67,0.63,1000
0.67,0.64,1000
0.67,0.65,1000
0.67,0.66,1000
0.67,0.67,1000
0.67,0.68,1000
0.67,0.69,1000
0.67,0.7,1000
0.67,0.71,1000
0.67,0.72,1000
0.67,0.73,1000
0.67,0.74,1000
0.67,0.75,1000
0.67,0.76,1000
0.67,0.77,1000
0.67,0.78,1000
0.67,0.79,1000
0.67,0.8,1000
0.67,0.81,1000
0.67,0.82,1000
0.67,0.83,1000
0.67,0.84,1000
0.67,0.85,1000
0.67,0.86,1000
0.67,0.87,1000
0.67,0.88,1000
0.67,0.89,1000
0.67,0.9,1000
0.67,0.91,8.6
0.67,0.92,7.6
0.67,0.93,6.1176
0.67,0.94,5.3889
0.67,0.95,4.3
0.67,0.96,3.05
0.67,0.97,2.1
0.67,0.98,1.1
0.67,0.99,1
0.67,1,1
0.68,0.6,1000
0.68,0.61,1000
0.68,0.62,1000
0.68,0.63,1000
0.68,0.64,1000
0.68,0.65,1000
0.68,0.66,1000
0.68,0.67,1000
0.68,0.68,1000
0.68,0.69,1000
0.68,0.7,1000
0.68,0.71,1000
0.68,0.72,1000
0.68,0.73,1000
0.68,0.74,1000
0.68,0.75,1000
0.68,0.76,1000
0.68,0.77,1000
0.68,0.78,1000
0.68,0.79,1000
0.68,0.8,1000
0.68,0.81,1000
0.68,0.82,1000
0.68,0.83,1000
0.68,0.84,1000
0.68,0.85,1000
0.68,0.86,1000
0.68,0.87,1000
0.68,0.88,1000
0.68,0.89,1000
0.68,0.9,1000
0.68,0.91,6.5
0.68,0.92,7.8182
0.68,0.93,5.8947
0.68,0.94,4.9474
0.68,0.95,3.9
0.68,0.96,3
0.68,0.97,2.3
0.68,0.98,1.2
0.68,0.99,1
0.68,1,1
0.69,0.6,1000
0.69,0.61,1000
0.69,0.62,1000
0.69,0.63,1000
0.69,0.64,1000
0.69,0.65,1000
0.69,0.66,1000
0.69,0.67,1000
0.69,0.68,1000
0.69,0.69,1000
0.69,0.7,1000
0.69,0.71,1000
0.69,0.72,1000
0.69,0.73,1000
0.69,0.74,1000
0.69,0.75,1000
0.69,0.76,1000
0.69,0.77,1000
0.69,0.78,1000
0.69,0.79,1000
0.69,0.8,1000
0.69,0.81,1000
0.69,0.82,1000
0.69,0.83,1000
0.69,0.84,1000
0.69,0.85,1000
0.69,0.86,1000
0.69,0.87,1000
0.69,0.88,1000
0.69,0.89,1000
0.69,0.9,13
0.69,0.91,9.25
0.69,0.92,6.9231
0.69,0.93,5.2632
0.69,0.94,4.95
0.69,0.95,3.65
0.69,0.96,2.75
0.69,0.97,2.4
0.69,0.98,1.15
0.69,0.99,1
0.69,1,1
0.7,0.6,1000
0.7,0.61,1000
0.7,0.62,1000
0.7,0.63,1000
0.7,0.64,1000
0.7,0.65,1000
0.7,0.66,1000
0.7,0.67,1000
0.7,0.68,1000
0.7,0.69,1000
0.7,0.7,1000
0.7,0.71,1000
0.7,0.72,1000
0.7,0.73,1000
0.7,0.74,1000
0.7,0.75,1000
0.7,0.76,1000
0.7,0.77,1000
0.7,0.78,1000
0.7,0.79,1000
0.7,0.8,1000
0.7,0.81,1000
0.7,0.82,1000
0.7,0.83,1000
0.7,0.84,1000
0.7,0.85,1000
0.7,0.86,1000
0.7,0.87,1000
0.7,0.88,1000
0.7,0.89,1000
0.7,0.9,7.5
0.7,0.91,9.125
0.7,0.92,8.6429
0.7,0.93,5.1667
0.7,0.94,4.3684
0.7,0.95,3.95
0.7,0.96,2.9
0.7,0.97,2.55
0.7,0.98,1.15
0.7,0.99,1
0.7,1,1
0.71,0.6,1000
0.71,0.61,1000
0.71,0.62,1000
0.71,0.63,1000
0.71,0.64,1000
0.71,0.65,1000
0.71,0.66,1000
0.71,0.67,1000
0.71,0.68,1000
0.71,0.69,1000
0.71,0.7,1000
0.71,0.71,1000
0.71,0.72,1000
0.71,0.73,1000
0.71,0.74,1000
0.71,0.75,1000
0.71,0.76,1000
0.71,0.77,1000
0.71,0.78,1000
0.71,0.79,1000
0.71,0.8,1000
0.71,0.81,1000
0.71,0.82,1000
0.71,0.83,1000
0.71,0.84,1000
0.71,0.85,1000
0.71,0.86,1000
0.71,0.87,1000
0.71,0.88,1000
0.71,0.89,1000
0.71,0.9,11
0.71,0.91,9.5385
0.71,0.92,8.3158
0.71,0.93,4.8
0.71,0.94,4.55
0.71,0.95,3.95
0.71,0.96,3.15
0.71,0.97,2.15
0.71,0.98,1.15
0.71,0.99,1
0.71,1,1
0.72,0.6,1000
0.72,0.61,1000
0.72,0.62,1000
0.72,0.63,1000
0.72,0.64,1000
0.72,0.65,1000
0.72,0.66,1000
0.72,0.67,1000
0.72,0.68,1000
0.72,0.69,1000
0.72,0.7,1000
0.72,0.71,1000
0.72,0.72,1000
0.72,0.73,1000
0.72,0.74,1000
0.72,0.75,1000
0.72,0.76,1000
0.72,0.77,1000
0.72,0.78,1000
0.72,0.79,1000
0.72,0.8,1000
0.72,0.81,1000
0.72,0.82,1000
0.72,0.83,1000
0.72,0.84,1000
0.72,0.85,1000
0.72,0.86,1000
0.72,0.87,1000
0.72,0.88,1000
0.72,0.89,1000
0.72,0.9,9.5
0.72,0.91,8.375
0.72,0.92,6.8421
0.72,0.93,5.95
0.72,0.94,5
0.72,0.95,3.6
0.72,0.96,2.95
0.72,0.97,2.2
0.72,0.98,1.1
0.72,0.99,1
0.72,1,1
0.73,0.6,1000
0.73,0.61,1000
0.73,0.62,1000
0.73,0.63,1000
0.73,0.64,1000
0.73,0.65,1000
0.73,0.66,1000
0.73,0.67,1000
0.73,0.68,1000
0.73,0.69,1000
0.73,0.7,1000
0.73,0.71,1000
0.73,0.72,1000
0.73,0.73,1000
0.73,0.74,1000
0.73,0.75,1000
0.73,0.76,1000
0.73,0.77,1000
0.73,0.78,1000
0.73,0.79,1000
0.73,0.8,1000
0.73,0.81,1000
0.73,0.82,1000
0.73,0.83,1000
0.73,0.84,1000
0.73,0.85,1000
0.73,0.86,1000
0.73,0.87,1000
0.73,0.88,1000
0.73,0.89,1000
0.73,0.9,10.25
0.73,0.91,8.875
0.73,0.92,6.5263
0.73,0.93,5.4
0.73,0.94,5.1
0.73,0.95,4.15
0.73,0.96,2.75
0.73,0.97,2.3
0.73,0.98,1.05
0.73,0.99,1
0.73,1,1
0.74,0.6,1000
0.74,0.61,1000
0.74,0.62,1000
0.74,0.63,1000
0.74,0.64,1000
0.74,0.65,1000
0.74,0.66,1000
0.74,0.67,1000
0.74,0.68,1000
0.74,0.69,1000
0.74,0.7,1000
0.74,0.71,1000
0.74,0.72,1000
0.74,0.73,1000
0.74,0.74,1000
0.74,0.75,1000
0.74,0.76,1000
0.74,0.77,1000
0.74,0.78,1000
0.74,0.79,1000
0.74,0.8,1000
0.74,0.81,1000
0.74,0.82,1000
0.74,0.83,1000
0.74,0.84,1000
0.74,0.85,1000
0.74,0.86,1000
0.74,0.87,1000
0.74,0.88,1000
0.74,0.89,1000
0.74,0.9,10.167
0.74,0.91,8.2143
0.74,0.92,6.7368
0.74,0.93,5.5
0.74,0.94,4.3
0.74,0.95,3.75
0.74,0.96,2.55
0.74,0.97,2.15
0.74,0.98,1.05
0.74,0.99,1
0.74,1,1
0.75,0.6,1000
0.75,0.61,1000
0.75,0.62,1000
0.75,0.63,1000
0.75,0.64,1000
0.75,0.65,1000
0.75,0.66,1000
0.75,0.67,1000
0.75,0.68,1000
0.75,0.69,1000
0.75,0.7,1000
0.75,0.71,1000
0.75,0.72,1000
0.75,0.73,1000
0.75,0.74,1000
0.75,0.75,1000
0.75,0.76,1000
0.75,0.77,1000
0.75,0.78,1000
0.75,0.79,1000
0.75,0.8,1000
0.75,0.81,1000
0.75,0.82,1000
0.75,0.83,1000
0.75,0.84,1000
0.75,0.85,1000
0.75,0.86,1000
0.75,0.87,1000
0.75,0.88,1000
0.75,0.89,15
0.75,0.9,9
0.75,0.91,7.3571
0.75,0.92,7
0.75,0.93,4.95
0.75,0.94,3.45
0.75,0.95,3.6
0.75,0.96,2.75
0.75,0.97,2.2
0.75,0.98,1
0.75,0.99,1
0.75,1,1
0.76,0.6,1000
0.76,0.61,1000
0.76,0.62,1000
0.76,0.63,1000
0.76,0.64,1000
0.76,0.65,1000
0.76,0.66,1000
0.76,0.67,1000
0.76,0.68,1000
0.76,0.69,1000
0.76,0.7,1000
0.76,0.71,1000
0.76,0.72,1000
0.76,0.73,1000
0.76,0.74,1000
0.76,0.75,1000
0.76,0.76,1000
0.76,0.77,1000
0.76,0.78,1000
0.76,0.79,1000
0.76,0.8,1000
0.76,0.81,1000
0.76,0.82,1000
0.76,0.83,1000
0.76,0.84,1000
0.76,0.85,1000
0.76,0.86,1000
0.76,0.87,1000
0.76,0.88,31
0.76,0.89,14.5
0.76,0.9,9.1538
0.76,0.91,8.65
0.76,0.92,6.3
0.76,0.93,4.9
0.76,0.94,3.95
0.76,0.95,3.15
0.76,0.96,2.8
0.76,0.97,2.15
0.76,0.98,1.05
0.76,0.99,1
0.76,1,1
0.77,0.6,1000
0.77,0.61,1000
0.77,0.62,1000
0.77,0.63,1000
0.77,0.64,1000
0.77,0.65,1000
0.77,0.66,1000
0.77,0.67,1000
0.77,0.68,1000
0.77,0.69,1000
0.77,0.7,1000
0.77,0.71,1000
0.77,0.72,1000
0.77,0.73,1000
0.77,0.74,1000
0.77,0.75,1000
0.77,0.76,1000
0.77,0.77,1000
0.77,0.78,1000
0.77,0.79,1000
0.77,0.8,1000
0.77,0.81,1000
0.77,0.82,1000
0.77,0.83,1000
0.77,0.84,1000
0.77,0.85,1000
0.77,0.86,1000
0.77,0.87,1000
0.77,0.88,1000
0.77,0.89,10.2
0.77,0.9,9.4286
0.77,0.91,7.1
0.77,0.92,6.55
0.77,0.93,5.4
0.77,0.94,3.95
0.77,0.95,3.35
0.77,0.96,2.8
0.77,0.97,2.3
0.77,0.98,1.1
0.77,0.99,1
0.77,1,1
0.78,0.6,1000
0.78,0.61,1000
0.78,0.62,1000
0.78,0.63,1000
0.78,0.64,1000
0.78,0.65,1000
0.78,0.66,1000
0.78,0.67,1000
0.78,0.68,1000
0.78,0.69,1000
0.78,0.7,1000
0.78,0.71,1000
0.78,0.72,1000
0.78,0.73,1000
0.78,0.74,1000
0.78,0.75,1000
0.78,0.76,1000
0.78,0.77,1000
0.78,0.78,1000
0.78,0.79,1000
0.78,0.8,1000
0.78,0.81,1000
0.78,0.82,1000
0.78,0.83,1000
0.78,0.84,1000
0.78,0.85,1000
0.78,0.86,1000
0.78,0.87,1000
0.78,0.88,12
0.78,0.89,11.222
0.78,0.9,9.2353
0.78,0.91,7.1053
0.78,0.92,6.65
0.78,0.93,5.15
0.78,0.94,4.15
0.78,0.95,3.3
0.78,0.96,2.5
0.78,0.97,2.2
0.78,0.98,1
0.78,0.99,1
0.78,1,1
0.79,0.6,1000
0.79,0.61,1000
0.79,0.62,1000
0.79,0.63,1000
0.79,0.64,1000
0.79,0.65,1000
0.79,0.66,1000
0.79,0.67,1000
0.79,0.68,1000
0.79,0.69,1000
0.79,0.7,1000
0.79,0.71,1000
0.79,0.72,1000
0.79,0.73,1000
0.79,0.74,1000
0.79,0.75,1000
0.79,0.76,1000
0.79,0.77,1000
0.79,0.78,1000
0.79,0.79,1000
0.79,0.8,1000
0.79,0.81,1000
0.79,0.82,1000
0.79,0.83,1000
0.79,0.84,1000
0.79,0.85,1000
0.79,0.86,1000
0.79,0.87,1000
0.79,0.88,7
0.79,0.89,9.9231
0.79,0.9,9
0.79,0.91,6.45
0.79,0.92,5.4
0.79,0.93,4.75
0.79,0.94,3.75
0.79,0.95,3.15
0.79,0.96,2.35
0.79,0.97,2.15
0.79,0.98,1.05
0.79,0.99,1
0.79,1,1
0.8,0.6,1000
0.8,0.61,1000
0.8,0.62,1000
0.8,0.63,1000
0.8,0.64,1000
0.8,0.65,1000
0.8,0.66,1000
0.8,0.67,1000
0.8,0.68,1000
0.8,0.69,1000
0.8,0.7,1000
0.8,0.71,1000
0.8,0.72,1000
0.8,0.73,1000
0.8,0.74,1000
0.8,0.75,1000
0.8,0.76,1000
0.8,0.77,1000
0.8,0.78,1000
0.8,0.79,1000
0.8,0.8,1000
0.8,0.81,1000
0.8,0.82,1000
0.8,0.83,1000
0.8,0.84,1000
